Start Date,End Date,CID,Campaign Name,Placement Name,Placement ID,Impressions,Views,View Rate,Clicks,CTR,CPV,CPM,Cost,Video Played To 25%,Video Played To 50%,Video Played To 75%,Video Played To 100%
5/7/20,6/1/20,9613603164,Chmura Orthodontics,AMG - Chmura Ortho May 2020,B524B795-8FD8-4F41-A916-F0C7A51D4A4A,"42,973","21,338",49.65%,45,0.10%,$0.03 ,$14.84 ,$637.76 ,"33,569","26,354","23,089","20,858"
